qid,run_a,run_b,k,overlap_at_k,jaccard_at_k
Q009,stable_baseline,stable_no_level,20,0.85,0.8947368421052632
Q010,stable_baseline,stable_no_level,20,0.95,1.0
Q001,stable_baseline,stable_no_links,20,0.9,1.0
Q002,stable_baseline,stable_no_links,20,0.9,1.0
Q003,stable_baseline,stable_no_links,20,0.95,1.0
Q004,stable_baseline,stable_no_links,20,1.0,1.0
Q005,stable_baseline,stable_no_links,20,1.0,1.0
Q006,stable_baseline,stable_no_links,20,1.0,1.0
Q007,stable_baseline,stable_no_links,20,0.85,1.0
Q008,stable_baseline,stable_no_links,20,0.95,1.0
Q009,stable_baseline,stable_no_links,20,0.9,1.0
Q010,stable_baseline,stable_no_links,20,0.95,1.0
Q001,stable_baseline,stable_no_type,20,0.65,0.5652173913043478
Q002,stable_baseline,stable_no_type,20,0.75,0.7142857142857143
Q003,stable_baseline,stable_no_type,20,0.8,0.7272727272727273
Q004,stable_baseline,stable_no_type,20,1.0,1.0
Q005,stable_baseline,stable_no_type,20,0.9,0.8181818181818182
Q006,stable_baseline,stable_no_type,20,0.95,0.9047619047619048
Q007,stable_baseline,stable_no_type,20,0.8,0.8888888888888888
Q008,stable_baseline,stable_no_type,20,0.75,0.6521739130434783
Q009,stable_baseline,stable_no_type,20,0.8,0.8
Q010,stable_baseline,stable_no_type,20,0.8,0.7272727272727273
Q001,stable_baseline,stable_tau_child_high,20,0.9,1.0
Q002,stable_baseline,stable_tau_child_high,20,0.9,1.0
Q003,stable_baseline,stable_tau_child_high,20,0.95,1.0
Q004,stable_baseline,stable_tau_child_high,20,0.55,0.3793103448275862
Q005,stable_baseline,stable_tau_child_high,20,0.55,0.3793103448275862
Q006,stable_baseline,stable_tau_child_high,20,1.0,1.0
Q007,stable_baseline,stable_tau_child_high,20,0.85,1.0
Q008,stable_baseline,stable_tau_child_high,20,0.95,1.0
Q009,stable_baseline,stable_tau_child_high,20,0.9,1.0
Q010,stable_baseline,stable_tau_child_high,20,0.95,1.0
Q001,stable_baseline,stable_tau_child_low,20,0.9,1.0
Q002,stable_baseline,stable_tau_child_low,20,0.9,1.0
Q003,stable_baseline,stable_tau_child_low,20,0.95,1.0
Q004,stable_baseline,stable_tau_child_low,20,1.0,1.0
Q005,stable_baseline,stable_tau_child_low,20,1.0,1.0
Q006,stable_baseline,stable_tau_child_low,20,1.0,1.0
Q007,stable_baseline,stable_tau_child_low,20,0.85,1.0
Q008,stable_baseline,stable_tau_child_low,20,0.95,1.0
Q009,stable_baseline,stable_tau_child_low,20,0.9,1.0
Q010,stable_baseline,stable_tau_child_low,20,0.95,1.0
Q001,stable_baseline,stable_tau_local_high,20,0.85,0.8947368421052632
Q002,stable_baseline,stable_tau_local_high,20,0.9,1.0
Q003,stable_baseline,stable_tau_local_high,20,0.95,1.0
Q004,stable_baseline,stable_tau_local_high,20,0.25,0.25
Q005,stable_baseline,stable_tau_local_high,20,0.95,0.9047619047619048
Q006,stable_baseline,stable_tau_local_high,20,0.75,0.6818181818181818
Q007,stable_baseline,stable_tau_local_high,20,0.85,1.0
Q008,stable_baseline,stable_tau_local_high,20,0.95,1.0
Q009,stable_baseline,stable_tau_local_high,20,0.9,1.0
Q010,stable_baseline,stable_tau_local_high,20,0.95,1.0
Q001,stable_baseline,stable_tau_local_low,20,0.9,1.0
Q002,stable_baseline,stable_tau_local_low,20,0.9,1.0
Q003,stable_baseline,stable_tau_local_low,20,0.95,1.0
Q004,stable_baseline,stable_tau_local_low,20,1.0,1.0
Q005,stable_baseline,stable_tau_local_low,20,0.8,0.6956521739130435
Q006,stable_baseline,stable_tau_local_low,20,1.0,1.0
Q007,stable_baseline,stable_tau_local_low,20,0.85,1.0
Q008,stable_baseline,stable_tau_local_low,20,0.95,1.0
Q009,stable_baseline,stable_tau_local_low,20,0.9,1.0
Q010,stable_baseline,stable_tau_local_low,20,0.95,1.0
Q001,stable_baseline,stable_text_only,20,0.5,0.38461538461538464
Q002,stable_baseline,stable_text_only,20,0.55,0.4074074074074074
Q003,stable_baseline,stable_text_only,20,0.5,0.3448275862068966
Q004,stable_baseline,stable_text_only,20,0.75,0.6
Q005,stable_baseline,stable_text_only,20,0.8,0.6666666666666666
Q006,stable_baseline,stable_text_only,20,0.65,0.48148148148148145
Q007,stable_baseline,stable_text_only,20,0.7,0.7
Q008,stable_baseline,stable_text_only,20,0.75,0.6521739130434783
Q009,stable_baseline,stable_text_only,20,0.75,0.7142857142857143
Q010,stable_baseline,stable_text_only,20,0.6,0.46153846153846156
Q001,stable_baseline,stable_type_high,20,0.9,1.0
Q002,stable_baseline,stable_type_high,20,0.9,1.0
Q003,stable_baseline,stable_type_high,20,0.9,0.9
Q004,stable_baseline,stable_type_high,20,1.0,1.0
Q005,stable_baseline,stable_type_high,20,0.95,0.9047619047619048
Q006,stable_baseline,stable_type_high,20,0.9,0.8181818181818182
Q007,stable_baseline,stable_type_high,20,0.8,0.8888888888888888
Q008,stable_baseline,stable_type_high,20,0.9,0.9
Q009,stable_baseline,stable_type_high,20,0.9,1.0
Q010,stable_baseline,stable_type_high,20,0.85,0.8095238095238095
Q001,stable_drill_narrow,stable_drill_wide,20,0.2,0.11764705882352941
Q002,stable_drill_narrow,stable_drill_wide,20,0.1,0.05714285714285714
Q003,stable_drill_narrow,stable_drill_wide,20,0.4,0.26666666666666666
Q004,stable_drill_narrow,stable_drill_wide,20,0.15,0.13636363636363635
Q005,stable_drill_narrow,stable_drill_wide,20,0.3,0.25
Q006,stable_drill_narrow,stable_drill_wide,20,0.2,0.2
Q007,stable_drill_narrow,stable_drill_wide,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_drill_wide,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_drill_wide,20,0.1,0.05714285714285714
Q010,stable_drill_narrow,stable_drill_wide,20,0.1,0.05405405405405406
Q001,stable_drill_narrow,stable_level_bonus_off,20,0.45,0.3103448275862069
Q002,stable_drill_narrow,stable_level_bonus_off,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_level_bonus_off,20,0.7,0.56
Q004,stable_drill_narrow,stable_level_bonus_off,20,0.2,0.19047619047619047
Q005,stable_drill_narrow,stable_level_bonus_off,20,0.35,0.30434782608695654
Q006,stable_drill_narrow,stable_level_bonus_off,20,0.3,0.2857142857142857
Q007,stable_drill_narrow,stable_level_bonus_off,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_level_bonus_off,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_level_bonus_off,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_level_bonus_off,20,0.1,0.05555555555555555
Q001,stable_drill_narrow,stable_level_high,20,0.45,0.3103448275862069
Q002,stable_drill_narrow,stable_level_high,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_level_high,20,0.7,0.56
Q004,stable_drill_narrow,stable_level_high,20,0.25,0.25
Q005,stable_drill_narrow,stable_level_high,20,0.35,0.30434782608695654
Q006,stable_drill_narrow,stable_level_high,20,0.3,0.2857142857142857
Q007,stable_drill_narrow,stable_level_high,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_level_high,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_level_high,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_level_high,20,0.1,0.05555555555555555
Q001,stable_drill_narrow,stable_no_dist,20,0.15,0.08571428571428572
Q002,stable_drill_narrow,stable_no_dist,20,0.45,0.3103448275862069
Q003,stable_drill_narrow,stable_no_dist,20,0.65,0.48148148148148145
Q004,stable_drill_narrow,stable_no_dist,20,0.2,0.19047619047619047
Q005,stable_drill_narrow,stable_no_dist,20,0.3,0.2727272727272727
Q006,stable_drill_narrow,stable_no_dist,20,0.2,0.19047619047619047
Q007,stable_drill_narrow,stable_no_dist,20,0.1,0.1
Q008,stable_drill_narrow,stable_no_dist,20,0.1,0.058823529411764705
Q009,stable_drill_narrow,stable_no_dist,20,0.35,0.23333333333333334
Q010,stable_drill_narrow,stable_no_dist,20,0.35,0.23333333333333334
Q001,stable_drill_narrow,stable_no_level,20,0.45,0.3103448275862069
Q002,stable_drill_narrow,stable_no_level,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_no_level,20,0.7,0.56
Q004,stable_drill_narrow,stable_no_level,20,0.2,0.19047619047619047
Q005,stable_drill_narrow,stable_no_level,20,0.35,0.30434782608695654
Q006,stable_drill_narrow,stable_no_level,20,0.3,0.2857142857142857
Q007,stable_drill_narrow,stable_no_level,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_no_level,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_no_level,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_no_level,20,0.1,0.05555555555555555
Q001,stable_drill_narrow,stable_no_links,20,0.45,0.3103448275862069
Q002,stable_drill_narrow,stable_no_links,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_no_links,20,0.7,0.56
Q004,stable_drill_narrow,stable_no_links,20,0.25,0.25
Q005,stable_drill_narrow,stable_no_links,20,0.35,0.30434782608695654
Q006,stable_drill_narrow,stable_no_links,20,0.3,0.2857142857142857
Q007,stable_drill_narrow,stable_no_links,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_no_links,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_no_links,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_no_links,20,0.1,0.05555555555555555
Q001,stable_drill_narrow,stable_no_type,20,0.35,0.22580645161290322
Q002,stable_drill_narrow,stable_no_type,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_no_type,20,0.6,0.4444444444444444
Q004,stable_drill_narrow,stable_no_type,20,0.25,0.25
Q005,stable_drill_narrow,stable_no_type,20,0.4,0.36363636363636365
Q006,stable_drill_narrow,stable_no_type,20,0.3,0.2857142857142857
Q007,stable_drill_narrow,stable_no_type,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_no_type,20,0.3,0.2
Q009,stable_drill_narrow,stable_no_type,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_no_type,20,0.1,0.05555555555555555
Q001,stable_drill_narrow,stable_tau_child_high,20,0.45,0.3103448275862069
Q002,stable_drill_narrow,stable_tau_child_high,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_tau_child_high,20,0.7,0.56
Q004,stable_drill_narrow,stable_tau_child_high,20,0.0,0.0
Q005,stable_drill_narrow,stable_tau_child_high,20,0.5,0.5
Q006,stable_drill_narrow,stable_tau_child_high,20,0.3,0.2857142857142857
Q007,stable_drill_narrow,stable_tau_child_high,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_tau_child_high,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_tau_child_high,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_tau_child_high,20,0.1,0.05555555555555555
Q001,stable_drill_narrow,stable_tau_child_low,20,0.45,0.3103448275862069
Q002,stable_drill_narrow,stable_tau_child_low,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_tau_child_low,20,0.7,0.56
Q004,stable_drill_narrow,stable_tau_child_low,20,0.25,0.25
Q005,stable_drill_narrow,stable_tau_child_low,20,0.35,0.30434782608695654
Q006,stable_drill_narrow,stable_tau_child_low,20,0.3,0.2857142857142857
Q007,stable_drill_narrow,stable_tau_child_low,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_tau_child_low,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_tau_child_low,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_tau_child_low,20,0.1,0.05555555555555555
Q001,stable_drill_narrow,stable_tau_local_high,20,0.5,0.35714285714285715
Q002,stable_drill_narrow,stable_tau_local_high,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_tau_local_high,20,0.7,0.56
Q004,stable_drill_narrow,stable_tau_local_high,20,0.25,1.0
Q005,stable_drill_narrow,stable_tau_local_high,20,0.35,0.30434782608695654
Q006,stable_drill_narrow,stable_tau_local_high,20,0.35,0.4117647058823529
Q007,stable_drill_narrow,stable_tau_local_high,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_tau_local_high,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_tau_local_high,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_tau_local_high,20,0.1,0.05555555555555555
Q001,stable_drill_narrow,stable_tau_local_low,20,0.45,0.3103448275862069
Q002,stable_drill_narrow,stable_tau_local_low,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_tau_local_low,20,0.7,0.56
Q004,stable_drill_narrow,stable_tau_local_low,20,0.25,0.25
Q005,stable_drill_narrow,stable_tau_local_low,20,0.3,0.2608695652173913
Q006,stable_drill_narrow,stable_tau_local_low,20,0.3,0.2857142857142857
Q007,stable_drill_narrow,stable_tau_local_low,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_tau_local_low,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_tau_local_low,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_tau_local_low,20,0.1,0.05555555555555555
Q001,stable_drill_narrow,stable_text_only,20,0.15,0.08571428571428572
Q002,stable_drill_narrow,stable_text_only,20,0.55,0.39285714285714285
Q003,stable_drill_narrow,stable_text_only,20,0.7,0.5384615384615384
Q004,stable_drill_narrow,stable_text_only,20,0.15,0.13636363636363635
Q005,stable_drill_narrow,stable_text_only,20,0.4,0.36363636363636365
Q006,stable_drill_narrow,stable_text_only,20,0.25,0.22727272727272727
Q007,stable_drill_narrow,stable_text_only,20,0.1,0.1
Q008,stable_drill_narrow,stable_text_only,20,0.15,0.09090909090909091
Q009,stable_drill_narrow,stable_text_only,20,0.35,0.23333333333333334
Q010,stable_drill_narrow,stable_text_only,20,0.35,0.22580645161290322
Q001,stable_drill_narrow,stable_type_high,20,0.45,0.3103448275862069
Q002,stable_drill_narrow,stable_type_high,20,0.15,0.08823529411764706
Q003,stable_drill_narrow,stable_type_high,20,0.7,0.56
Q004,stable_drill_narrow,stable_type_high,20,0.25,0.25
Q005,stable_drill_narrow,stable_type_high,20,0.35,0.30434782608695654
Q006,stable_drill_narrow,stable_type_high,20,0.25,0.22727272727272727
Q007,stable_drill_narrow,stable_type_high,20,0.15,0.15789473684210525
Q008,stable_drill_narrow,stable_type_high,20,0.25,0.16129032258064516
Q009,stable_drill_narrow,stable_type_high,20,0.2,0.12121212121212122
Q010,stable_drill_narrow,stable_type_high,20,0.15,0.08571428571428572
Q001,stable_drill_wide,stable_level_bonus_off,20,0.55,0.44
Q002,stable_drill_wide,stable_level_bonus_off,20,0.6,0.5
Q003,stable_drill_wide,stable_level_bonus_off,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_level_bonus_off,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_level_bonus_off,20,0.65,0.48148148148148145
Q006,stable_drill_wide,stable_level_bonus_off,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_level_bonus_off,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_level_bonus_off,20,0.9,0.9
Q009,stable_drill_wide,stable_level_bonus_off,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_level_bonus_off,20,0.55,0.39285714285714285
Q001,stable_drill_wide,stable_level_high,20,0.55,0.44
Q002,stable_drill_wide,stable_level_high,20,0.6,0.5
Q003,stable_drill_wide,stable_level_high,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_level_high,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_level_high,20,0.65,0.48148148148148145
Q006,stable_drill_wide,stable_level_high,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_level_high,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_level_high,20,0.9,0.9
Q009,stable_drill_wide,stable_level_high,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_level_high,20,0.55,0.39285714285714285
Q001,stable_drill_wide,stable_no_dist,20,0.5,0.38461538461538464
Q002,stable_drill_wide,stable_no_dist,20,0.6,0.48
Q003,stable_drill_wide,stable_no_dist,20,0.25,0.15151515151515152
Q004,stable_drill_wide,stable_no_dist,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_no_dist,20,0.65,0.52
Q006,stable_drill_wide,stable_no_dist,20,0.55,0.4583333333333333
Q007,stable_drill_wide,stable_no_dist,20,0.5,0.4166666666666667
Q008,stable_drill_wide,stable_no_dist,20,0.65,0.52
Q009,stable_drill_wide,stable_no_dist,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_no_dist,20,0.55,0.4074074074074074
Q001,stable_drill_wide,stable_no_level,20,0.55,0.44
Q002,stable_drill_wide,stable_no_level,20,0.6,0.5
Q003,stable_drill_wide,stable_no_level,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_no_level,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_no_level,20,0.65,0.48148148148148145
Q006,stable_drill_wide,stable_no_level,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_no_level,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_no_level,20,0.9,0.9
Q009,stable_drill_wide,stable_no_level,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_no_level,20,0.55,0.39285714285714285
Q001,stable_drill_wide,stable_no_links,20,0.55,0.44
Q002,stable_drill_wide,stable_no_links,20,0.6,0.5
Q003,stable_drill_wide,stable_no_links,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_no_links,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_no_links,20,0.65,0.48148148148148145
Q006,stable_drill_wide,stable_no_links,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_no_links,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_no_links,20,0.9,0.9
Q009,stable_drill_wide,stable_no_links,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_no_links,20,0.55,0.39285714285714285
Q001,stable_drill_wide,stable_no_type,20,0.55,0.44
Q002,stable_drill_wide,stable_no_type,20,0.6,0.5
Q003,stable_drill_wide,stable_no_type,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_no_type,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_no_type,20,0.65,0.48148148148148145
Q006,stable_drill_wide,stable_no_type,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_no_type,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_no_type,20,0.75,0.6521739130434783
Q009,stable_drill_wide,stable_no_type,20,0.35,0.2413793103448276
Q010,stable_drill_wide,stable_no_type,20,0.55,0.39285714285714285
Q001,stable_drill_wide,stable_tau_child_high,20,0.55,0.44
Q002,stable_drill_wide,stable_tau_child_high,20,0.6,0.5
Q003,stable_drill_wide,stable_tau_child_high,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_tau_child_high,20,0.35,0.21212121212121213
Q005,stable_drill_wide,stable_tau_child_high,20,0.45,0.2903225806451613
Q006,stable_drill_wide,stable_tau_child_high,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_tau_child_high,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_tau_child_high,20,0.9,0.9
Q009,stable_drill_wide,stable_tau_child_high,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_tau_child_high,20,0.55,0.39285714285714285
Q001,stable_drill_wide,stable_tau_child_low,20,0.55,0.44
Q002,stable_drill_wide,stable_tau_child_low,20,0.6,0.5
Q003,stable_drill_wide,stable_tau_child_low,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_tau_child_low,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_tau_child_low,20,0.65,0.48148148148148145
Q006,stable_drill_wide,stable_tau_child_low,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_tau_child_low,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_tau_child_low,20,0.9,0.9
Q009,stable_drill_wide,stable_tau_child_low,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_tau_child_low,20,0.55,0.39285714285714285
Q001,stable_drill_wide,stable_tau_local_high,20,0.55,0.44
Q002,stable_drill_wide,stable_tau_local_high,20,0.6,0.5
Q003,stable_drill_wide,stable_tau_local_high,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_tau_local_high,20,0.15,0.13636363636363635
Q005,stable_drill_wide,stable_tau_local_high,20,0.65,0.48148148148148145
Q006,stable_drill_wide,stable_tau_local_high,20,0.45,0.36
Q007,stable_drill_wide,stable_tau_local_high,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_tau_local_high,20,0.9,0.9
Q009,stable_drill_wide,stable_tau_local_high,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_tau_local_high,20,0.55,0.39285714285714285
Q001,stable_drill_wide,stable_tau_local_low,20,0.55,0.44
Q002,stable_drill_wide,stable_tau_local_low,20,0.6,0.5
Q003,stable_drill_wide,stable_tau_local_low,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_tau_local_low,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_tau_local_low,20,0.65,0.5
Q006,stable_drill_wide,stable_tau_local_low,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_tau_local_low,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_tau_local_low,20,0.9,0.9
Q009,stable_drill_wide,stable_tau_local_low,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_tau_local_low,20,0.55,0.39285714285714285
Q001,stable_drill_wide,stable_text_only,20,0.5,0.38461538461538464
Q002,stable_drill_wide,stable_text_only,20,0.5,0.35714285714285715
Q003,stable_drill_wide,stable_text_only,20,0.3,0.1875
Q004,stable_drill_wide,stable_text_only,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_text_only,20,0.65,0.48148148148148145
Q006,stable_drill_wide,stable_text_only,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_text_only,20,0.5,0.4166666666666667
Q008,stable_drill_wide,stable_text_only,20,0.7,0.5833333333333334
Q009,stable_drill_wide,stable_text_only,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_text_only,20,0.45,0.3
Q001,stable_drill_wide,stable_type_high,20,0.55,0.44
Q002,stable_drill_wide,stable_type_high,20,0.6,0.5
Q003,stable_drill_wide,stable_type_high,20,0.45,0.32142857142857145
Q004,stable_drill_wide,stable_type_high,20,0.7,0.5384615384615384
Q005,stable_drill_wide,stable_type_high,20,0.65,0.48148148148148145
Q006,stable_drill_wide,stable_type_high,20,0.55,0.4230769230769231
Q007,stable_drill_wide,stable_type_high,20,0.65,0.6190476190476191
Q008,stable_drill_wide,stable_type_high,20,0.9,0.9
Q009,stable_drill_wide,stable_type_high,20,0.4,0.2857142857142857
Q010,stable_drill_wide,stable_type_high,20,0.55,0.39285714285714285
Q001,stable_level_bonus_off,stable_level_high,20,0.9,1.0
Q002,stable_level_bonus_off,stable_level_high,20,0.8,0.8
Q003,stable_level_bonus_off,stable_level_high,20,0.85,0.8095238095238095
Q004,stable_level_bonus_off,stable_level_high,20,0.95,0.9047619047619048
Q005,stable_level_bonus_off,stable_level_high,20,0.95,0.9047619047619048
Q006,stable_level_bonus_off,stable_level_high,20,0.95,0.9047619047619048
Q007,stable_level_bonus_off,stable_level_high,20,0.8,0.8888888888888888
Q008,stable_level_bonus_off,stable_level_high,20,0.9,0.9
Q009,stable_level_bonus_off,stable_level_high,20,0.85,0.8947368421052632
Q010,stable_level_bonus_off,stable_level_high,20,0.95,1.0
Q001,stable_level_bonus_off,stable_no_dist,20,0.5,0.38461538461538464
Q002,stable_level_bonus_off,stable_no_dist,20,0.65,0.5416666666666666
Q003,stable_level_bonus_off,stable_no_dist,20,0.45,0.3
Q004,stable_level_bonus_off,stable_no_dist,20,0.8,0.6666666666666666
Q005,stable_level_bonus_off,stable_no_dist,20,0.75,0.6521739130434783
Q006,stable_level_bonus_off,stable_no_dist,20,0.55,0.4074074074074074
Q007,stable_level_bonus_off,stable_no_dist,20,0.65,0.6190476190476191
Q008,stable_level_bonus_off,stable_no_dist,20,0.7,0.5833333333333334
Q009,stable_level_bonus_off,stable_no_dist,20,0.7,0.6363636363636364
Q010,stable_level_bonus_off,stable_no_dist,20,0.6,0.48
Q001,stable_level_bonus_off,stable_no_level,20,0.9,1.0
Q002,stable_level_bonus_off,stable_no_level,20,0.9,1.0
Q003,stable_level_bonus_off,stable_no_level,20,0.95,1.0
Q004,stable_level_bonus_off,stable_no_level,20,1.0,1.0
Q005,stable_level_bonus_off,stable_no_level,20,1.0,1.0
Q006,stable_level_bonus_off,stable_no_level,20,1.0,1.0
Q007,stable_level_bonus_off,stable_no_level,20,0.85,1.0
Q008,stable_level_bonus_off,stable_no_level,20,0.95,1.0
Q009,stable_level_bonus_off,stable_no_level,20,0.9,1.0
Q010,stable_level_bonus_off,stable_no_level,20,0.95,1.0
Q001,stable_level_bonus_off,stable_no_links,20,0.9,1.0
Q002,stable_level_bonus_off,stable_no_links,20,0.85,0.8947368421052632
Q003,stable_level_bonus_off,stable_no_links,20,0.95,1.0
Q004,stable_level_bonus_off,stable_no_links,20,0.95,0.9047619047619048
Q005,stable_level_bonus_off,stable_no_links,20,0.95,0.9047619047619048
Q006,stable_level_bonus_off,stable_no_links,20,1.0,1.0
Q007,stable_level_bonus_off,stable_no_links,20,0.8,0.8888888888888888
Q008,stable_level_bonus_off,stable_no_links,20,0.95,1.0
Q009,stable_level_bonus_off,stable_no_links,20,0.85,0.8947368421052632
Q010,stable_level_bonus_off,stable_no_links,20,0.95,1.0
Q001,stable_level_bonus_off,stable_no_type,20,0.65,0.5652173913043478
Q002,stable_level_bonus_off,stable_no_type,20,0.75,0.7142857142857143
Q003,stable_level_bonus_off,stable_no_type,20,0.8,0.7272727272727273
Q004,stable_level_bonus_off,stable_no_type,20,0.95,0.9047619047619048
Q005,stable_level_bonus_off,stable_no_type,20,0.9,0.8181818181818182
Q006,stable_level_bonus_off,stable_no_type,20,0.95,0.9047619047619048
Q007,stable_level_bonus_off,stable_no_type,20,0.8,0.8888888888888888
Q008,stable_level_bonus_off,stable_no_type,20,0.75,0.6521739130434783
Q009,stable_level_bonus_off,stable_no_type,20,0.85,0.8947368421052632
Q010,stable_level_bonus_off,stable_no_type,20,0.8,0.7272727272727273
Q001,stable_level_bonus_off,stable_tau_child_high,20,0.9,1.0
Q002,stable_level_bonus_off,stable_tau_child_high,20,0.85,0.8947368421052632
Q003,stable_level_bonus_off,stable_tau_child_high,20,0.95,1.0
Q004,stable_level_bonus_off,stable_tau_child_high,20,0.6,0.42857142857142855
Q005,stable_level_bonus_off,stable_tau_child_high,20,0.6,0.42857142857142855
Q006,stable_level_bonus_off,stable_tau_child_high,20,1.0,1.0
Q007,stable_level_bonus_off,stable_tau_child_high,20,0.8,0.8888888888888888
Q008,stable_level_bonus_off,stable_tau_child_high,20,0.95,1.0
Q009,stable_level_bonus_off,stable_tau_child_high,20,0.85,0.8947368421052632
Q010,stable_level_bonus_off,stable_tau_child_high,20,0.95,1.0
Q001,stable_level_bonus_off,stable_tau_child_low,20,0.9,1.0
Q002,stable_level_bonus_off,stable_tau_child_low,20,0.85,0.8947368421052632
Q003,stable_level_bonus_off,stable_tau_child_low,20,0.95,1.0
Q004,stable_level_bonus_off,stable_tau_child_low,20,0.95,0.9047619047619048
Q005,stable_level_bonus_off,stable_tau_child_low,20,0.95,0.9047619047619048
Q006,stable_level_bonus_off,stable_tau_child_low,20,1.0,1.0
Q007,stable_level_bonus_off,stable_tau_child_low,20,0.8,0.8888888888888888
Q008,stable_level_bonus_off,stable_tau_child_low,20,0.95,1.0
Q009,stable_level_bonus_off,stable_tau_child_low,20,0.85,0.8947368421052632
